Ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,entrez,Gene stable ID,Gene name,Gene type,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp)
ENSMUSG00000022024,312.570007820413,0.08319484073115,0.160683850186907,0.517754837430009,0.604629332290831,0.821593970148771,Sugt1,67955,ENSMUSG00000022032,Scara5,protein_coding,"scavenger receptor class A, member 5 [Source:MGI Symbol;Acc:MGI:1918395]",14,65903852,66002275
ENSMUSG00000022025,38.0543475244675,1.54698615112413,0.312200214149956,4.95510919278578,7.2289681179566E-07,3.38340635396638E-05,Cnmd,16840,ENSMUSG00000022035,Ccdc25,protein_coding,coiled-coil domain containing 25 [Source:MGI Symbol;Acc:MGI:1914429],14,66074751,66104056
ENSMUSG00000022031,294.344158318875,0.239739252245737,0.103165087597837,2.32384092165267,0.020134021592916,0.131782505590972,Elp3,74195,ENSMUSG00000022037,Clu,protein_coding,clusterin [Source:MGI Symbol;Acc:MGI:88423],14,66205932,66218996
ENSMUSG00000022032,54.1063171676071,7.10873163608839,1.33699693289455,5.31693937449671,1.05527208824275E-07,6.04821445936075E-06,Scara5,71145,ENSMUSG00000022040,Ephx2,protein_coding,"epoxide hydrolase 2, cytoplasmic [Source:MGI Symbol;Acc:MGI:99500]",14,66321823,66361949
ENSMUSG00000022035,562.156030885122,0.401762843761745,0.102052292941815,3.93683308998075,8.25639908319757E-05,0.002090748223064,Ccdc25,67179,ENSMUSG00000022041,Chrna2,protein_coding,"cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal) [Source:MGI Symbol;Acc:MGI:87886]",14,66372488,66390397
ENSMUSG00000022037,12734.675181865,0.466830618261477,0.160740793309888,2.90424483199785,0.00368140152182,0.041466940129178,Clu,12759,ENSMUSG00000022043,Trim35,protein_coding,tripartite motif-containing 35 [Source:MGI Symbol;Acc:MGI:1914104],14,66534480,66548873
ENSMUSG00000022040,7482.38833822242,0.675566117899796,0.135501974244933,4.98565516601733,6.17521968336518E-07,2.99343774151127E-05,Ephx2,13850,ENSMUSG00000022048,Dpysl2,protein_coding,dihydropyrimidinase-like 2 [Source:MGI Symbol;Acc:MGI:1349763],14,67040313,67106137
ENSMUSG00000022041,54.7819615598131,0.640448028979858,0.396032830545946,1.61715893123552,0.10584397878551,0.349716686710513,Chrna2,110902,ENSMUSG00000022051,Bnip3l,protein_coding,BCL2/adenovirus E1B interacting protein 3-like [Source:MGI Symbol;Acc:MGI:1332659],14,67222688,67246326
ENSMUSG00000022043,84.6154721089997,-0.551923671903294,0.221562230843857,-2.49105485985224,0.012736445232578,0.098558592441155,Trim35,66854,ENSMUSG00000022052,Ppp2r2a,protein_coding,"protein phosphatase 2, regulatory subunit B, alpha [Source:MGI Symbol;Acc:MGI:1919228]",14,67251505,67309893
ENSMUSG00000022048,129.803937732884,-0.438705999798874,0.196822269228376,-2.22894493351175,0.025817568914615,0.153399823782146,Dpysl2,12934,ENSMUSG00000022057,Adamdec1,protein_coding,"ADAM-like, decysin 1 [Source:MGI Symbol;Acc:MGI:1917650]",14,68800829,68819544
ENSMUSG00000022051,1029.90433540101,0.290197489777392,0.098156149886314,2.95648810709776,0.003111642313656,0.036918112869971,Bnip3l,12177,ENSMUSG00000022064,Pibf1,protein_coding,progesterone immunomodulatory binding factor 1 [Source:MGI Symbol;Acc:MGI:1261910],14,99336860,99491929
ENSMUSG00000022052,257.923510357489,0.091706892994462,0.098415291597524,0.931835810328174,0.351421384804822,0.644399142928378,Ppp2r2a,71978,ENSMUSG00000022070,Bora,protein_coding,"bora, aurora kinase A activator [Source:MGI Symbol;Acc:MGI:1924994]",14,99283658,99311976
ENSMUSG00000022057,33.4132628262308,-0.297442282113594,0.305592341236129,-0.973330289988397,0.330389172809133,0.624768583331535,Adamdec1,58860,ENSMUSG00000022074,Tnfrsf10b,protein_coding,"tumor necrosis factor receptor superfamily, member 10b [Source:MGI Symbol;Acc:MGI:1341090]",14,70004921,70021860
ENSMUSG00000022064,57.9000499571066,-0.190228381187758,0.237661670718704,-0.80041674626159,0.423469381676364,0.701966247696725,Pibf1,52023,ENSMUSG00000022075,Rhobtb2,protein_coding,Rho-related BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2180557],14,70022439,70043085
ENSMUSG00000022070,16.7714228982426,-0.31200605982784,0.376975600568411,-0.827655846578375,0.407865431092014,0.691648862595191,Bora,77744,ENSMUSG00000022089,Bin3,protein_coding,bridging integrator 3 [Source:MGI Symbol;Acc:MGI:1929883],14,70337554,70375655
ENSMUSG00000022074,13.564772992509,-0.285157270128495,0.423511516118861,-0.673316448963961,0.500745990259237,0.758265140300388,Tnfrsf10b,21933,ENSMUSG00000022090,Pdlim2,protein_coding,PDZ and LIM domain 2 [Source:MGI Symbol;Acc:MGI:2384850],14,70401667,70415130
ENSMUSG00000022075,129.185107881175,-0.007005644923057,0.159880077204127,-0.043818123218144,0.965049380719431,0.988501840693686,Rhobtb2,246710,ENSMUSG00000022091,Sorbs3,protein_coding,sorbin and SH3 domain containing 3 [Source:MGI Symbol;Acc:MGI:700013],14,70417917,70449438
ENSMUSG00000022089,127.269009687877,-0.189423060650874,0.156387855481918,-1.21123894222576,0.225803841883522,0.516806556684481,Bin3,57784,ENSMUSG00000022092,Ppp3cc,protein_coding,"protein phosphatase 3, catalytic subunit, gamma isoform [Source:MGI Symbol;Acc:MGI:107162]",14,70455314,70526920
ENSMUSG00000022090,16.5888285880993,-0.659007014613819,0.523818728139418,-1.25808219372871,0.208362032273563,0.499487436250276,Pdlim2,213019,ENSMUSG00000022094,Slc39a14,protein_coding,"solute carrier family 39 (zinc transporter), member 14 [Source:MGI Symbol;Acc:MGI:2384851]",14,70540918,70588874
ENSMUSG00000022091,371.677596954115,-0.248551794053078,0.268622411692071,-0.925283160431155,0.354818635801454,0.647090188436285,Sorbs3,20410,ENSMUSG00000022095,Fam160b2,protein_coding,"family with sequence similarity 160, member B2 [Source:MGI Symbol;Acc:MGI:3036290]",14,70820736,70837275
ENSMUSG00000022092,32.501544129849,-0.240610715834886,0.277705587567236,-0.866423747331445,0.386257825811187,0.673574615503351,Ppp3cc,19057,ENSMUSG00000022096,Hr,protein_coding,lysine demethylase and nuclear receptor corepressor [Source:MGI Symbol;Acc:MGI:96223],14,70789652,70810988
ENSMUSG00000022094,2706.7691525245,0.009389575297719,0.16311330734542,0.057564741041236,0.954095335652074,0.985580782425315,Slc39a14,213053,ENSMUSG00000022098,Bmp1,protein_coding,bone morphogenetic protein 1 [Source:MGI Symbol;Acc:MGI:88176],14,70711998,70757674
ENSMUSG00000022095,131.98397849187,-0.119987759651042,0.184962865424448,-0.648712699036625,0.516524094626027,0.767884067509208,Fam160b2,239170,ENSMUSG00000022099,Dmtn,protein_coding,dematin actin binding protein [Source:MGI Symbol;Acc:MGI:99670],14,70838703,70873488
ENSMUSG00000022096,13.1160505391976,-0.609710029594941,0.558217659701003,-1.0922442509639,0.274725757084539,0.571563994796377,Hr,15460,ENSMUSG00000022100,Xpo7,protein_coding,exportin 7 [Source:MGI Symbol;Acc:MGI:1929705],14,70891686,71004068
ENSMUSG00000022098,1683.04662516064,-0.283247428661964,0.119645758215116,-2.36738379101332,0.017914344962534,0.12285415835187,Bmp1,12153,ENSMUSG00000022102,Dok2,protein_coding,docking protein 2 [Source:MGI Symbol;Acc:MGI:1332623],14,71003476,71015935
ENSMUSG00000022099,6.50238265210395,-0.469654040854975,0.681362595928032,-0.689286502754521,0.490642990019558,0.750517264899777,Dmtn,13829,ENSMUSG00000022103,Gfra2,protein_coding,glial cell line derived neurotrophic factor family receptor alpha 2 [Source:MGI Symbol;Acc:MGI:1195462],14,71127560,71217278
ENSMUSG00000022100,844.693189283374,0.128288775678167,0.107791193274145,1.19016008433908,0.233983478330866,0.525195593084976,Xpo7,65246,ENSMUSG00000022105,Rb1,protein_coding,RB transcriptional corepressor 1 [Source:MGI Symbol;Acc:MGI:97874],14,73421113,73563262
ENSMUSG00000022102,36.9199873681117,-0.301598054669449,0.322658827772545,-0.934727423239936,0.349928790482679,0.642837489397923,Dok2,13449,ENSMUSG00000022106,Rcbtb2,protein_coding,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 [Source:MGI Symbol;Acc:MGI:1917200],14,73360477,73445283
ENSMUSG00000022103,16.7221391201267,0.087494261643679,0.423228106101953,0.206730744915608,0.836220145065226,0.940972975374757,Gfra2,14586,ENSMUSG00000022108,Itm2b,protein_coding,integral membrane protein 2B [Source:MGI Symbol;Acc:MGI:1309517],14,73599666,73622729
ENSMUSG00000022105,148.107251706177,0.259419897165496,0.17185815039245,1.50950011141801,0.13117102684623,0.392414447296425,Rb1,19645,ENSMUSG00000022109,Med4,protein_coding,mediator complex subunit 4 [Source:MGI Symbol;Acc:MGI:1914631],14,73747465,73756289
ENSMUSG00000022106,514.40377745057,0.202057023231244,0.123324132343953,1.63842241896099,0.101333605608078,0.341290577895395,Rcbtb2,105670,ENSMUSG00000022110,Sucla2,protein_coding,"succinate-Coenzyme A ligase, ADP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306775]",14,73762759,73833582
ENSMUSG00000022108,9412.14648652548,0.127102874243795,0.093354414697999,1.36150898331881,0.173352896585986,0.456345784593015,Itm2b,16432,ENSMUSG00000022111,Uchl3,protein_coding,ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) [Source:MGI Symbol;Acc:MGI:1355274],14,101891403,101933561
ENSMUSG00000022109,122.824070950712,0.219245909524426,0.164488081983846,1.33289845002848,0.182565131299384,0.467106151455553,Med4,67381,ENSMUSG00000022114,Spry2,protein_coding,sprouty RTK signaling antagonist 2 [Source:MGI Symbol;Acc:MGI:1345138],14,106129381,106134253
ENSMUSG00000022110,1718.12577674415,0.251502241172333,0.092544262726172,2.7176427124013,0.006574879402357,0.063291374558999,Sucla2,20916,ENSMUSG00000022119,Rbm26,protein_coding,RNA binding motif protein 26 [Source:MGI Symbol;Acc:MGI:1921463],14,105344187,105414763
ENSMUSG00000022111,158.598216944432,-0.069745661870059,0.14534102086204,-0.479875959700756,0.631315596380431,0.837373848301729,Uchl3,50933,ENSMUSG00000022120,Obi1,protein_coding,ORC ubiquitin ligase 1 [Source:MGI Symbol;Acc:MGI:1919736],14,104714972,104760081
ENSMUSG00000022114,21.8453286457161,-0.4053952041254,0.310174505659347,-1.30699073176127,0.19121585922074,0.477275830184749,Spry2,24064,ENSMUSG00000022122,Ednrb,protein_coding,endothelin receptor type B [Source:MGI Symbol;Acc:MGI:102720],14,104052061,104081838
ENSMUSG00000022119,405.398207774273,0.149109967325887,0.122712983121706,1.21511158422415,0.224323535927336,0.51529262163194,Rbm26,74213,ENSMUSG00000022124,Fbxl3,protein_coding,F-box and leucine-rich repeat protein 3 [Source:MGI Symbol;Acc:MGI:1354702],14,103317675,103337002
ENSMUSG00000022120,27.1356817543308,-0.195753538960219,0.282513783119112,-0.692899074866329,0.488372890306688,0.749606221430091,Rnf219,72486,ENSMUSG00000022125,Cln5,protein_coding,"ceroid-lipofuscinosis, neuronal 5 [Source:MGI Symbol;Acc:MGI:2442253]",14,103307652,103315064
ENSMUSG00000022122,220.717093477639,-0.398452335799701,0.170258563241155,-2.34027779992088,0.019269400866714,0.128291475924166,Ednrb,13618,ENSMUSG00000022126,Acod1,protein_coding,aconitate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:103206],14,103284413,103294009
ENSMUSG00000022124,545.490732929489,0.325134075052921,0.173871286451425,1.86996991676228,0.061487995534073,0.257267744569659,Fbxl3,50789,ENSMUSG00000022129,Dct,protein_coding,dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:102563],14,118250202,118289656
ENSMUSG00000022125,409.320821347,0.069859119882965,0.107442928655847,0.650197465360724,0.515564678090986,0.767195837512714,Cln5,211286,ENSMUSG00000022130,Tgds,protein_coding,"TDP-glucose 4,6-dehydratase [Source:MGI Symbol;Acc:MGI:1923605]",14,118349323,118370167
ENSMUSG00000022126,5.70456321175527,-0.778137790415175,0.673682717851369,-1.1550508418814,0.248069607025396,0.541413213724989,Acod1,16365,ENSMUSG00000022131,Gpr180,protein_coding,G protein-coupled receptor 180 [Source:MGI Symbol;Acc:MGI:1930949],14,118374570,118400673
ENSMUSG00000022129,70.7589851118276,-0.481700355828514,0.432187219213304,-1.11456409262943,0.265037264767203,0.560422307942864,Dct,13190,ENSMUSG00000022136,Dnajc3,protein_coding,DnaJ heat shock protein family (Hsp40) member C3 [Source:MGI Symbol;Acc:MGI:107373],14,119175388,119219109
ENSMUSG00000022130,302.774503810424,0.070256473391056,0.130524955007664,0.538260851244348,0.590396974791836,0.812618858969007,Tgds,76355,ENSMUSG00000022139,Mbnl2,protein_coding,muscleblind like splicing factor 2 [Source:MGI Symbol;Acc:MGI:2145597],14,120513081,120669109
ENSMUSG00000022131,208.917886343194,0.169388639537323,0.102046103554434,1.65992265884964,0.096930012463138,0.333071154218272,Gpr180,58245,ENSMUSG00000022141,Nipbl,protein_coding,NIPBL cohesin loading factor [Source:MGI Symbol;Acc:MGI:1913976],15,8320101,8473947
ENSMUSG00000022136,3378.22752846444,0.550451074145493,0.169324204648931,3.25087057273809,0.001150522210551,0.017198279695819,Dnajc3,100037258,ENSMUSG00000022142,Nup155,protein_coding,nucleoporin 155 [Source:MGI Symbol;Acc:MGI:2181182],15,8138757,8190731
ENSMUSG00000022139,476.477532863761,0.118299550827797,0.174971102502028,0.67610907822008,0.498971393265386,0.756678183559426,Mbnl2,105559,ENSMUSG00000022146,Osmr,protein_coding,oncostatin M receptor [Source:MGI Symbol;Acc:MGI:1330819],15,6843058,6904450
ENSMUSG00000022141,859.331503027783,0.19822708073618,0.110824476154884,1.78865795367393,0.073669918341603,0.284896884599285,Nipbl,71175,ENSMUSG00000022148,Fyb,protein_coding,FYN binding protein [Source:MGI Symbol;Acc:MGI:1346327],15,6552334,6692794
ENSMUSG00000022142,307.538314486048,0.296065754730065,0.18595240145884,1.59215881272497,0.111349025065774,0.359535255216734,Nup155,170762,ENSMUSG00000022149,C9,protein_coding,complement component 9 [Source:MGI Symbol;Acc:MGI:1098282],15,6474808,6528232
ENSMUSG00000022146,73.1268724339883,0.008707094412169,0.261779519217406,0.033261175046082,0.973466314441637,0.991212174487347,Osmr,18414,ENSMUSG00000022150,Dab2,protein_coding,"disabled 2, mitogen-responsive phosphoprotein [Source:MGI Symbol;Acc:MGI:109175]",15,6329269,6470193
ENSMUSG00000022148,150.127366770388,-0.831661690330771,0.281038980700505,-2.95923963379673,0.003083991837362,0.036622065799227,Fyb,23880,ENSMUSG00000022151,Ttc33,protein_coding,tetratricopeptide repeat domain 33 [Source:MGI Symbol;Acc:MGI:1914765],15,5215006,5247817
ENSMUSG00000022149,5194.58764174435,1.57091765406162,0.259424664983906,6.05539050868228,1.40077426705479E-09,1.07416435744263E-07,C9,12279,ENSMUSG00000022159,Rab2b,protein_coding,"RAB2B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923588]",14,52499216,52517002
ENSMUSG00000022150,330.703034527052,-0.442441462851376,0.193782536825322,-2.28318542062538,0.022419448541685,0.14107518546884,Dab2,13132,ENSMUSG00000022160,Mettl3,protein_coding,methyltransferase like 3 [Source:MGI Symbol;Acc:MGI:1927165],14,52532298,52542585
ENSMUSG00000022151,208.145118319278,0.187613503531428,0.149669642113648,1.25351741931051,0.210017463721762,0.50063690053795,Ttc33,67515,ENSMUSG00000022174,Dad1,protein_coding,defender against cell death 1 [Source:MGI Symbol;Acc:MGI:101912],14,54472936,54491561
ENSMUSG00000022159,48.9500121511879,0.140637457163996,0.242477370040278,0.580002402453617,0.561912997679906,0.795406232580135,Rab2b,76338,ENSMUSG00000022175,Lrp10,protein_coding,low-density lipoprotein receptor-related protein 10 [Source:MGI Symbol;Acc:MGI:1929480],14,54701594,54708954
ENSMUSG00000022160,146.212681812352,-0.188955171480364,0.185031874821905,-1.02120335570417,0.307158102815732,0.6056189645185,Mettl3,56335,ENSMUSG00000022177,Haus4,protein_coding,"HAUS augmin-like complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1261794]",14,54779242,54792073
ENSMUSG00000022174,580.139780528524,0.170039333584909,0.134323164891127,1.26589731356264,0.205549848334757,0.495910170967756,Dad1,13135,ENSMUSG00000022178,Ajuba,protein_coding,ajuba LIM protein [Source:MGI Symbol;Acc:MGI:1341886],14,54804929,54815015
ENSMUSG00000022175,517.406470613451,0.356353922476954,0.125206529490758,2.84612890339124,0.0044254276705,0.047147825566485,Lrp10,65107,ENSMUSG00000022179,4931414P19Rik,protein_coding,RIKEN cDNA 4931414P19 gene [Source:MGI Symbol;Acc:MGI:1921609],14,54821120,54843450
ENSMUSG00000022177,95.8144993854019,0.214329530217713,0.2366278733173,0.905766202489226,0.365059613398961,0.656928201515846,Haus4,219072,ENSMUSG00000022180,Slc7a8,protein_coding,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 [Source:MGI Symbol;Acc:MGI:1355323]",14,54959666,55019403
ENSMUSG00000022178,93.6710498564775,-0.307146256703339,0.234339618893861,-1.31068855600748,0.189963006594787,0.476678330786296,Ajuba,16475,ENSMUSG00000022181,C6,protein_coding,complement component 6 [Source:MGI Symbol;Acc:MGI:88233],15,4756657,4844449
ENSMUSG00000022179,48.7369918771672,-0.157631766756742,0.270975487438885,-0.581719653857228,0.560755530918873,0.795352913840972,4931414P19Rik,74359,ENSMUSG00000022184,Fbxo4,protein_coding,F-box protein 4 [Source:MGI Symbol;Acc:MGI:2146220],15,3994927,4009055
ENSMUSG00000022180,98.4270761534612,-0.524715951970579,0.231591695819834,-2.26569415674895,0.023470115557837,0.14466842800478,Slc7a8,50934,ENSMUSG00000022185,Acin1,protein_coding,apoptotic chromatin condensation inducer 1 [Source:MGI Symbol;Acc:MGI:1891824],14,54879618,54924388
ENSMUSG00000022181,1472.91060122556,3.42446582674571,0.266653185158245,12.8423961060636,9.48913446903539E-38,6.77873800780091E-35,C6,12274,ENSMUSG00000022186,Oxct1,protein_coding,3-oxoacid CoA transferase 1 [Source:MGI Symbol;Acc:MGI:1914291],15,4055865,4184826
ENSMUSG00000022184,118.901923912802,0.120638804495212,0.150078095111874,0.803840190037614,0.42148927557463,0.700658167467784,Fbxo4,106052,ENSMUSG00000022191,Drosha,protein_coding,"drosha, ribonuclease type III [Source:MGI Symbol;Acc:MGI:1261425]",15,12824901,12935377
ENSMUSG00000022185,1036.88876250525,0.02119005856672,0.129954963156908,0.163056939511689,0.870473603260857,0.955514615209026,Acin1,56215,ENSMUSG00000022193,Psmb5,protein_coding,"proteasome (prosome, macropain) subunit, beta type 5 [Source:MGI Symbol;Acc:MGI:1194513]",14,54851576,54855479
ENSMUSG00000022186,78.5452852296983,-0.394487952407479,0.31601843708814,-1.24830676349891,0.211918738276324,0.501584779199506,Oxct1,67041,ENSMUSG00000022194,Pabpn1,protein_coding,"poly(A) binding protein, nuclear 1 [Source:MGI Symbol;Acc:MGI:1859158]",14,55129957,55135626
ENSMUSG00000022191,183.230872120436,0.017432392776273,0.183546099790973,0.094975555438797,0.924334243068947,0.97457313273841,Drosha,14000,ENSMUSG00000022195,6030458C11Rik,protein_coding,RIKEN cDNA 6030458C11 gene [Source:MGI Symbol;Acc:MGI:1925127],15,12808263,12824735
ENSMUSG00000022193,604.946344017053,0.162053128597219,0.129600960448254,1.25040067632772,0.211153217655367,0.50112540360767,Psmb5,19173,ENSMUSG00000022197,Pdzd2,protein_coding,PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1922394],15,12359797,12740010
ENSMUSG00000022194,1018.50518047847,0.164238314185345,0.125661608307486,1.30698879631927,0.191216516552285,0.477275830184749,Bcl2l2,12050,ENSMUSG00000022199,Slc22a17,protein_coding,"solute carrier family 22 (organic cation transporter), member 17 [Source:MGI Symbol;Acc:MGI:1926225]",14,55143761,55150589
ENSMUSG00000022195,265.391066971976,0.237853956831566,0.127654507544701,1.86326328311028,0.062425233251319,0.259271019253411,6030458C11Rik,77877,ENSMUSG00000022200,Golph3,protein_coding,golgi phosphoprotein 3 [Source:MGI Symbol;Acc:MGI:1913879],15,12321536,12351677
ENSMUSG00000022197,29.2157169329869,-0.421183135002975,0.459676452042701,-0.916259976188318,0.359530554926741,0.651451715883772,Pdzd2,68070,ENSMUSG00000022201,Zfr,protein_coding,zinc finger RNA binding protein [Source:MGI Symbol;Acc:MGI:1341890],15,12117917,12185769
ENSMUSG00000022199,16.8690668894913,-0.02133768134579,0.434148863945829,-0.049148306301805,0.960801107034047,0.988040474009375,Slc22a17,59049,ENSMUSG00000022204,Ngdn,protein_coding,"neuroguidin, EIF4E binding protein [Source:MGI Symbol;Acc:MGI:1916216]",14,55252911,55261594
ENSMUSG00000022200,955.491166706708,0.168596336365869,0.102157966440448,1.65034937793276,0.098871498445803,0.337096922483015,Golph3,66629,ENSMUSG00000022205,Sub1,protein_coding,"SUB1 homolog, transcriptional regulator [Source:MGI Symbol;Acc:MGI:104811]",15,11981425,11997069
ENSMUSG00000022201,764.96378752335,-0.188307725069005,0.13585066208111,-1.38613770580356,0.165704858730028,0.445016234179398,Zfr,22763,ENSMUSG00000022206,Npr3,protein_coding,natriuretic peptide receptor 3 [Source:MGI Symbol;Acc:MGI:97373],15,11839982,11907373
ENSMUSG00000022204,155.626354876798,-0.088982126140452,0.161521019743344,-0.550901215716965,0.581701394045186,0.806983824018506,Ngdn,68966,ENSMUSG00000022210,Dhrs4,protein_coding,dehydrogenase/reductase (SDR family) member 4 [Source:MGI Symbol;Acc:MGI:90169],14,55716215,55727797
ENSMUSG00000022205,556.464227814045,-0.051494512844835,0.146728366955208,-0.350951311688451,0.725624875543811,0.888489529612643,Sub1,20024,ENSMUSG00000022214,Dcaf11,protein_coding,DDB1 and CUL4 associated factor 11 [Source:MGI Symbol;Acc:MGI:90168],14,55797463,55807522
ENSMUSG00000022206,50.9981624112522,-0.6252360862141,0.257716697867196,-2.42605966702356,0.015263760542798,0.110989288365823,Npr3,18162,ENSMUSG00000022215,Fitm1,protein_coding,fat storage-inducing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915930],14,55813074,55814411
ENSMUSG00000022210,1249.77763704698,0.356578243169574,0.148798951075967,2.39637605366941,0.016558092551195,0.116978057112391,Dhrs4,28200,ENSMUSG00000022216,Psme1,protein_coding,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Source:MGI Symbol;Acc:MGI:1096367]",14,55815580,55818986
ENSMUSG00000022214,3234.05976086537,0.089990073294664,0.104254944266267,0.863173194595252,0.388042249310017,0.675329843554925,Dcaf11,28199,ENSMUSG00000022217,Emc9,protein_coding,ER membrane protein complex subunit 9 [Source:MGI Symbol;Acc:MGI:1934682],14,55818973,55822759
ENSMUSG00000022215,68.8621517562886,1.67964971333531,0.390236355264534,4.30418563179925,1.67601092502871E-05,0.000546838853015,Fitm1,68680,ENSMUSG00000022218,Tgm1,protein_coding,"transglutaminase 1, K polypeptide [Source:MGI Symbol;Acc:MGI:98730]",14,55937466,55951383
ENSMUSG00000022216,792.171702406969,-0.20379252032764,0.141176190383351,-1.44353321742328,0.148870322149492,0.42039668921182,Psme1,19186,ENSMUSG00000022219,Cideb,protein_coding,"cell death-inducing DNA fragmentation factor, alpha subunit-like effector B [Source:MGI Symbol;Acc:MGI:1270844]",14,55991507,55995915
ENSMUSG00000022217,166.365408960352,0.264287180445435,0.1513356069868,1.7463648225793,0.08074757849735,0.301012601742523,Emc9,85308,ENSMUSG00000022220,Adcy4,protein_coding,adenylate cyclase 4 [Source:MGI Symbol;Acc:MGI:99674],14,56006514,56021552
ENSMUSG00000022218,128.018228705211,-1.41914035036255,0.307456624175451,-4.61574166492089,3.91693942714607E-06,0.000151898910985,Tgm1,21816,ENSMUSG00000022221,Ripk3,protein_coding,receptor-interacting serine-threonine kinase 3 [Source:MGI Symbol;Acc:MGI:2154952],14,56022452,56026322
ENSMUSG00000022219,2061.00848121702,0.078518486869145,0.090259852672666,0.86991596533952,0.384346329892088,0.672346015675384,Cideb,12684,ENSMUSG00000022223,Sdr39u1,protein_coding,"short chain dehydrogenase/reductase family 39U, member 1 [Source:MGI Symbol;Acc:MGI:1916876]",14,56134740,56137750
ENSMUSG00000022220,90.4816571190964,0.47909733234264,0.320314198066619,1.49571057178988,0.134729094178906,0.398057900585609,Adcy4,104110,ENSMUSG00000022228,Zscan26,protein_coding,zinc finger and SCAN domain containing 26 [Source:MGI Symbol;Acc:MGI:3531417],13,21626350,21637900
ENSMUSG00000022221,18.2133735474238,-0.164832893476837,0.392755512773865,-0.419683207786677,0.674716893830166,0.862572515772519,Ripk3,56532,ENSMUSG00000022231,Sema5a,protein_coding,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]",15,32244956,32696487
ENSMUSG00000022223,75.9495854396161,0.030362394877466,0.265891936393657,0.114190732104467,0.909086598561866,0.971118558340958,Sdr39u1,654795,ENSMUSG00000022234,Cct5,protein_coding,"chaperonin containing Tcp1, subunit 5 (epsilon) [Source:MGI Symbol;Acc:MGI:107185]",15,31590946,31601950
ENSMUSG00000022228,861.949042845642,-0.06277804956466,0.116798523516372,-0.537490095547829,0.590929124616467,0.812714662926265,Zscan26,432731,ENSMUSG00000022235,Cmbl,protein_coding,carboxymethylenebutenolidase-like (Pseudomonas) [Source:MGI Symbol;Acc:MGI:1916824],15,31565535,31590265
ENSMUSG00000022231,25.7846188502052,-0.511095702716858,0.335122451077799,-1.52510135048579,0.127233820439631,0.385284118305037,Sema5a,20356,ENSMUSG00000022236,Ropn1l,protein_coding,ropporin 1-like [Source:MGI Symbol;Acc:MGI:2182357],15,31441357,31453883
ENSMUSG00000022234,1221.7097749131,0.091696981406199,0.087506589720977,1.04788658429706,0.294690863990335,0.593800340994776,Cct5,12465,ENSMUSG00000022237,Ankrd33b,protein_coding,ankyrin repeat domain 33B [Source:MGI Symbol;Acc:MGI:1917904],15,31291624,31367872
ENSMUSG00000022235,1515.47742447152,-0.202246361095344,0.154693120075625,-1.3074037229094,0.191075633626035,0.477275830184749,Cmbl,69574,ENSMUSG00000022241,Tars,protein_coding,threonyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:106314],15,11382387,11399751
ENSMUSG00000022236,89.5139899252193,-0.609109023857112,0.329635448486343,-1.84782621727756,0.064627486927784,0.264116682156454,Ropn1l,252967,ENSMUSG00000022244,Amacr,protein_coding,alpha-methylacyl-CoA racemase [Source:MGI Symbol;Acc:MGI:1098273],15,10981842,10996712
ENSMUSG00000022237,484.508563240778,0.444032553586164,0.171611716762634,2.58742562549112,0.009669606800926,0.082317785819749,Ankrd33b,67434,ENSMUSG00000022246,Rai14,protein_coding,retinoic acid induced 14 [Source:MGI Symbol;Acc:MGI:1922896],15,10569055,10714710
ENSMUSG00000022241,2337.16125454519,0.306069949875933,0.192660313115641,1.58865074454758,0.112139264941683,0.360968414995516,Tars,110960,ENSMUSG00000022247,Brix1,protein_coding,"BRX1, biogenesis of ribosomes [Source:MGI Symbol;Acc:MGI:1915082]",15,10474865,10486033
ENSMUSG00000022244,1147.19960839278,0.45767216380984,0.119250418232328,3.83790824882633,0.00012408682653,0.002898847670375,Amacr,17117,ENSMUSG00000022248,Rad1,protein_coding,RAD1 checkpoint DNA exonuclease [Source:MGI Symbol;Acc:MGI:1316678],15,10486104,10499149
ENSMUSG00000022246,482.109456279613,-0.301201726326407,0.166166376966285,-1.81265146310268,0.069885595003723,0.27648127082642,Rai14,75646,ENSMUSG00000022253,Nadk2,protein_coding,"NAD kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1915896]",15,9071340,9110979
